2 28438
0 29519
-1 13248
-5 23545
0 3400
-3 6906
-6 8152
1 8990
-6 13410
0 1973
2 12589
4 18685
2 18440
-8 4708
-5 11511
-4 20827
0 9022
1 2933
0 10253
-4 4349
4 18747
-7 9559
8 7125
4 2238
3 6511
-1 1853
0 15471
0 24308
9 21202
-1 1043
2 31772
0 4869
3 29294
1 12736
1 26612
3 18244
-2 14638
-1 23710
6 18887
8 15633
-9 25833
-7 4919
-7 15187
2 24368
-1 26793
-9 17984
-1 5799
-6 30312
-5 12352
-8 14554
-6 28631
-8 25695
-3 15117
5 15623
-4 992
-5 181
5 6666
-2 30826
9 18653
7 29790
-3 7449
-3 11586
0 2923
9 12100
-5 15248
2 17320
2 17753
4 21532
0 1026
5 3848
3 6548
7 13960
-8 8015
-7 3037
-4 8528
8 18286
0 13038
0 4528
-9 30330
-6 2967
-9 11896
0 13651
-7 10078
-9 30858
-8 20600
4 22361
7 32660
7 21418
-5 28273
-1 6872
0 21039
2 28558
7 19504
-1 16482
2 12584
9 25504
-7 3668
-9 8512
-2 15880
-8 6649
9 5146
-1 18160
1 32724
8 20347
-8 17517
4 23265
8 27197
0 25134
-4 6701
3 27245
-9 520
1 2527
2 31678
-2 15126
1 19130
-3 22262
-5 10707
-8 11013
8 27016
9 5016
8 20860
3 22975
8 10621
-6 25341
-2 3438
-1 5417
3 19692
5 15122
0 25233
0 18110
-7 22552
-6 5202
-7 975
-2 23822
-4 16673
-4 27617
0 26906
-3 28025
-1 12593
-8 29673
-8 1471
6 2605
-5 17127
1 3641
-7 10729
-4 2141
6 27140
0 27931
-5 23416
0 12995
-7 28756
-4 30325
-6 12803
-6 9303
1 13278
-7 17698
-8 554
2 18256
-5 4686
0 25746
0 25633
-7 13403
-3 11681
1 8864
-1 24953
1 28186
6 30226
0 5042
-5 22064
4 13535
4 9541
7 9495
5 20731
6 28329
-7 5809
-5 22940
-9 32467
2 24415
-9 10579
5 3184
-1 28093
-5 11595
-6 5776
-2 22073
6 13021
-6 28120
-6 27242
1 28790
-6 16317
-4 13967
4 2278
8 13079
7 29402
-6 28239
-9 27836
0 2138
3 12143
3 23244
5 2880
2 29416
0 2181
3 9802
2 2447
0 559
2 19259
-1 22938
-1 12030
0 20737
1 29778
-5 1620
-9 16575
0 27245
-5 23803
2 7509
0 13012
-9 12509
-4 10980
2 11643
0 23097
-4 9072
-2 20351
1 1695
-9 3148
0 7577
2 8853
-1 31955
4 22400
-7 27897
4 25611
0 18396
-4 16705
-9 22904
-4 12531
7 15090
1 13609
0 31658
-4 14293
-1 20662
3 4452
-6 32095
-4 14399
7 18291
-6 31840
-9 8331
0 6538
-7 18841
8 28601
4 10329
3 9454
3 24182
-5 9316
0 137
-9 11976
8 7990
2 19481
5 16146
-1 15146
0 27677
-4 17413
0 23540
-5 27043
-2 7682
3 11439
0 15197
-6 13392
9 28687
5 4907
0 26111
-2 20002
-5 7607
-6 6013
1 2991
3 11377
-7 28918
-1 15439
4 11330
-6 1985
1 15567
8 19415
6 676
-9 24532
-1 3
9 32257
9 3641
-4 20208
-9 11278
0 19428
-3 22135
7 14448
7 19558
-4 7267
-4 17604
-3 7824
-1 2551
9 13858
-3 12429
-7 11125
1 18137
9 8875
-8 31143
2 14714
7 20051
8 28384
6 19689
-3 26306
-9 21780
4 29860
6 28425
-9 32762
-2 17840
5 6596
-2 10678
-5 20077
-8 5464
-3 12331
-4 14071
-6 5454
2 7389
8 25413
0 18115
-7 19009
-7 12775
-2 24243
0 31456
3 21802
-1 31857
1 6705
4 29952
-3 25401
-1 17544
-2 30403
4 21273
-9 6453
6 13380
3 6438
-2 13828
3 12552
-7 18949
9 11637
-3 11865
8 20107
4 30450
1 26
0 11145
8 6035
8 9647
0 6135
-8 18748
2 23355
4 9565
6 15829
-3 5868
5 21619
-9 13527
0 7436
1 13761
3 21449
8 10794
-9 26996
-7 26799
3 23670
8 29268
0 13962
5 29390
3 171
2 25920
-9 27622
8 24569
-6 2332
6 10754
-6 732
-3 5033
-4 13261
-8 10063
-8 31088
2 14866
0 5660
3 15422
-8 9855
-4 30591
9 28175
-1 15685
8 23339
7 29162
-7 28383
5 29037
-6 32135
-7 4319
2 21700
-2 3032
0 2179
7 3986
0 19458
8 23925
-2 7449
8 15677
2 30515
-3 15105
-8 4280
-5 1983
0 8406
-2 21313
3 9456
2 11378
0 25624
0 29053
0 21599
-6 11084
-8 22753
0 26687
2 24794
-2 22585
-4 3874
-7 8269
-4 3807
-9 9910
-7 25949
1 2019
2 14907
6 2993
0 1652
7 24117
9 12279
-4 4512
-3 6838
-9 5923
6 31111
7 31455
9 30759
-2 21310
4 1332
3 3663
0 24078
5 10235
8 22473
3 27179
1 1988
0 13366
-3 13181
-1 31021
2 8890
-6 15593
-8 24609
-9 26081
-7 29644
-3 20012
-6 138
9 10312
5 14277
2 7280
4 8512
-8 2480
1 2866
-7 8695
-5 27750
0 15058
-9 25962
7 13463
-4 12012
-7 22572
5 29405
-1 4015
7 6899
4 30880
-5 23196
0 3688
-9 29568
-5 8781
-1 15144
0 4656
9 3429
8 16813
1 27263
-5 20852
8 20843
5 32496
7 17764
4 2716
-2 11203
-2 3479
-6 6638
0 22348
9 5294
5 21075
8 31059
-3 7128
1 7787
-3 31519
3 31990
5 20231
-2 13408
-7 26011
6 19117
2 5644
3 30604
-9 28587
4 25687
-9 28865
-3 25644
-3 3664
-6 3742
-3 29221
-6 11436
8 18117
5 23304
1 16664
2 30160
7 26077
0 8515
-4 23892
0 24610
9 4508
-6 29617
5 25775
-3 2718
5 4371
6 23346
-2 21647
-9 31387
6 26240
2 26161
-2 940
-6 5372
9 6053
6 22257
2 20493
8 5272
-3 16488
8 32024
-4 15676
-4 10726
-3 19371
9 1660
6 32460
-3 12268
0 28269
-9 21292
-2 11021
-6 8808
-6 16673
-8 6338
-1 4620
-9 16704
-8 4942
2 24807
-7 29905
1 3367
0 21863
5 12070
1 6355
6 2448
-1 13548
-5 23028
2 29631
4 28631
-6 18113
4 25344
-8 27498
-5 16301
-2 23502
-2 23223
-6 26131
-7 22724
3 23511
-8 6939
-3 9949
4 2492
6 17052
-8 26053
7 12939
-8 16460
0 6964
-6 12598
1 14460
-1 18100
-8 5542
2 12646
9 15338
8 14945
-4 4808
9 26502
6 31070
4 10209
4 16988
3 17688
-7 17527
0 30730
9 12136
-8 11825
3 23003
8 6757
5 22229
-9 26380
5 24956
9 6368
0 9291
6 14547
6 7439
-6 180
8 29003
-7 22953
-1 32458
9 19603
-2 25229
5 25594
2 9309
8 15382
-3 16283
-8 26886
0 29234
6 17509
-5 8366
-3 27307
5 19175
7 1575
-9 3784
-8 18547
-7 7947
1 29868
0 29201
-1 27613
7 20760
-9 6744
-3 27254
5 16367
0 10673
-8 9810
1 28288
2 16379
9 22556
4 12141
-8 19569
-3 10672
0 15106
5 22614
-8 27045
-1 7781
2 28005
-8 16638
-5 23590
-9 16289
6 21473
9 29002
-4 14992
-4 4845
1 9766
3 10489
-9 15911
3 14557
7 12469
5 16597
-4 4917
-1 17244
0 19161
8 2332
-6 29609
9 14135
9 15593
-8 20784
-2 26605
7 1261
3 4795
-2 1150
-6 18951
-8 1204
-2 5739
7 2219
1 26355
4 16846
-7 28493
1 18693
-1 23103
-2 8461
-1 8495
-3 6952
2 32743
0 11940
-2 26579
0 26863
-7 6257
-3 7984
-4 10924
7 19357
2 31564
-8 20486
0 1239
-9 1099
-1 29541
7 21182
0 7515
-8 32148
-6 8715
4 20479
7 19365
-2 17023
5 1029
-1 19852
7 17469
0 5804
0 29936
7 9102
2 18893
3 7106
1 19677
9 11555
-6 7764
6 12312
8 29738
0 40
2 12454
0 29345
2 2464
5 14402
0 16935
-2 6173
0 30413
0 8498
3 200
0 32125
9 3747
5 19546
-8 20801
1 9110
-8 4690
-5 23946
-5 17808
-9 9
-8 14434
-4 6927
2 31665
0 20337
7 4627
4 3325
-4 24734
0 21710
1 27384
0 14267
-7 5001
3 12849
-2 32466
-9 15824
-4 25944
-7 18088
8 8617
-6 29933
5 12384
4 15724
6 13873
7 14906
8 1126
1 14920
-6 3675
0 4580
1 25298
-3 20300
8 4665
5 24038
9 1845
6 10163
7 18710
-2 14358
-3 30717
-5 5136
5 8405
-8 15219
8 23414
2 25535
-3 3978
8 18605
4 19716
-2 14219
0 27478
-6 4597
-1 11935
-8 14747
9 5255
8 31239
-1 12942
5 26274
-1 19951
-8 4724
9 6503
7 21574
-6 24452
-9 17715
4 24646
5 8400
5 24376
8 30058
-5 23372
-3 30741
-6 15386
-9 9081
-2 30811
-3 22947
3 26542
0 24648
-8 9743
0 3120
-4 14728
7 7121
8 6911
-1 27198
-1 26927
8 6895
9 31028
9 29715
0 14896
0 8296
-4 2537
5 21208
-4 13952
4 5433
4 3461
8 14606
4 4886
-8 15393
-5 23509
1 19513
-8 6856
3 15472
-7 20621
3 967
-9 15206
-4 4112
6 16385
-2 10562
-3 4373
-3 8403
7 28703
8 26038
-5 3053
6 8446
3 20912
7 2147
8 3028
1 27414
-8 30159
-7 29350
0 3740
4 29930
-3 31657
0 21797
3 19547
-4 8673
7 29302
-8 10809
3 24074
-1 132
4 27575
-7 6560
-7 19041
2 16206
0 14769
-6 12642
1 5361
6 25778
8 5673
1 8195
2 11138
0 5741
-1 11616
-1 23531
7 19887
2 31758
7 18769
8 25617
2 19134
-1 2242
0 6441
-9 1518
7 12740
9 14435
-7 20742
-9 21665
3 20473
-2 3011
3 7668
-1 15710
-2 6488
-1 20533
4 10788
-1 25884
3 22395
-4 32349
-1 11630
0 15229
-2 15028
3 15417
-2 17929
-4 28416
-7 10607
-2 20078
0 5513
0 11878
8 27078
2 1239
1 24088
6 25441
7 357
9 28234
9 7160
-5 21123
-4 26528
-9 24493
0 22329
4 19556
-7 26066
-3 6713
7 10678
3 23573
3 16887
4 7436
-9 13652
-7 7877
-3 3980
0 28149
-6 1662
9 12465
0 17062
0 25979
-2 7899
8 23376
2 24913
-2 18990
-9 9298
-6 28863
-2 28459
9 18226
-1 28735
3 106
-3 28480
-3 2568
-4 31478
3 20731
6 6183
-9 5022
4 24440
3 19335
-2 5725
-4 2201
-3 29556
8 17398
7 30944
3 3297
-9 12160
5 19123
3 9231
0 30318
3 25495
-9 29589
0 26304
-5 25425
9 29654
7 15884
-1 3491
2 32517
8 6514
-8 2703
-8 4310
-4 758
-3 25597
-6 18756
0 14280
0 15954
-2 30425
-1 19952
5 20306
2 12559
-2 16124
8 29985
4 19986
0 1596
1 7397
-6 1690
-3 778
2 31116
5 16094
9 255
-9 10874
1 29727
-3 10099
-8 15041
-5 1274
-9 27795
-3 7218
-6 1099
1 19674
3 22090
7 30883
-8 14188
-9 9662
-2 11261
8 8586
5 24583
4 25204
-1 24961
3 5211
5 27130
2 15640
5 18647
0 20221
-3 75
-7 23914
-4 13946
7 3011
7 2456
-3 18798
-5 28900
-9 3495
-4 28096
4 7237
-7 14177
-6 30921
5 4301
1 8011
4 27672
0 29479
1 12069
1 8561
-7 11606
2 2460
3 1777
5 10459
-1 27165
9 5406
0 31436
5 23229
1 15852
-7 7219
2 6575
-8 13682
-3 8144
4 27828
8 14364
-3 30941
-4 12459
-5 27077
-7 1673
2 22788
0 13506
1 18964
6 20750
1 22250
-3 1165
2 16977
4 21586
-3 23468
-1 186
-8 22509
-5 21426
8 29150
0 21890
6 22549
-8 23731
-9 14631
4 6447
2 12017
4 25514
-5 28698
-9 4589
-3 6937
-2 9641
9 12375
0 11984
9 31063
7 31660
-2 14562
-5 38
-2 9379
-9 2819
-8 25283
-3 15102
-8 9819
-5 32514
-1 7134
1 5112
8 12994
6 14311
9 1044
9 32079
-6 11708
-6 6923
3 2202
-5 5155
-4 13254
3 28748
-4 6552
4 18699
-5 25403
-3 30905
8 22020
2 4058
7 25029
-5 10879
4 18880
-9 8880
9 23072
8 15891
-8 6642
-7 9284
-1 28182
-5 30880
8 15268
5 11632
-4 22710
-1 24499
-6 4251
2 4605
2 15574
6 16932
-4 1660
7 26800
-7 23500
-1 16967
6 5148
-9 8852
4 12392
-9 19795
-2 12582
-6 15753
0 10804
7 11282
-8 9203
1 24076
-1 1262
1 6346
8 16805
-9 23624
-7 30790
1 1642
2 31877
9 4190
4 15316
-1 1272
-9 23710
-5 27120
2 7004
-2 28473
-9 16025
3 7923
3 5956
-6 19874
-5 29915
-2 32181
9 19797
6 6783
-7 9948
6 11820
-6 9649
-6 21345
4 2762
7 28288
-9 20
0 972
2 21854
-8 5851
2 23886
0 13601
7 31741
-9 28784
7 16640
-5 28616
5 9490
9 11209
-1 18326
-5 14753
-9 25257
-8 597
-6 11396
2 15789
3 4944
3 20273
7 15556
4 2296
0 1322
4 11061
-8 29071
-2 2249
-7 14164
0 22594
-4 12122
4 13837
-7 21883
8 1994
2 25875
4 6655
-5 18878
-6 18591
-2 1949
4 6172
9 193
-6 10240
-9 9608
4 10565
-6 15377
-2 20960
7 3860
-1 29749
-1 3775
0 15481
0 20072
-1 28454
0 24631
-5 11024
0 27662
8 30398
-6 4448
0 5130
0 15282
1 1599
5 8185
6 13871
1 11547
-7 31983
-3 25651
-4 26941
5 23914
0 7364
-4 17546
0 30128
1 25745
5 11859
1 31720
-5 32719
-2 6933
8 30202
3 19963
1 20986
-8 21511
-5 26188
-7 17878
0 4658
1 18239
-2 15292
-3 23238
3 12008
-1 10202
4 28045
8 6006
0 3850
4 8951
5 8185
-3 8006
0 20811
-1 17069
8 927
5 11751
2 9906
6 29007
-1 20018
-3 27963
7 5221
8 6371
7 14431
-2 15723
-7 10422
-2 6879
1 11518
0 19272
0 28526
0 7205
9 5500
0 4326
3 12633
-5 24897
-6 28552
0 7286
-8 19217
-2 14049
-1 6140
-7 14692
-9 9998
2 8852
-2 30477
6 22449
3 9966
0 22470
-3 31158
7 19857
-9 2049
5 11515
7 1121
-8 20296
-4 3863
-9 3403
4 19159
9 14657
-7 1933
-1 8734
-9 14697
4 2159
5 24981
-6 12584
0 23391
-9 7400
-2 31685
-1 27302
-1 27297
0 8895
8 25571
-9 9177
8 29859
-9 15649
-1 6894
0 14787
-2 16533
-9 20402
-2 10351
9 6176
-7 25291
6 553
7 2305
-6 8359
3 10602
0 23082
-8 17439
-5 28289
-9 20051
-1 1891
-2 13612
0 12810
2 6740
-8 15849
-9 21447
2 8390
4 25996
4 15060
2 1872
-1 13734
6 8479
9 20248
2 20917
7 15739
9 22043
4 3238
5 23938
-3 27578
-3 17833
-8 29122
-8 15144
-5 29553
-6 5750
3 11943
-5 22924
4 24713
7 15203
-2 24920
8 1490
-4 11582
2 32620
4 25544
-2 32363
9 20443
-6 25302
-7 2093
-2 25948
-9 15545
5 13724
-4 24481
-3 7632
-1 6265
-1 6938
-4 26362
0 24801
-1 5760
-7 25339
1 13802
-8 5538
7 16307
3 25439
-4 3161
-8 14447
0 7539
-7 16464
8 23041
8 23928
-6 1243
5 19559
3 7243
7 6795
8 32312
2 28345
0 11881
2 25633
-6 1225
0 14855
-6 26548
9 10668
7 6840
-2 8486
0 9287
6 15646
-8 27991
0 29867
-8 5084
1 20925
2 1438
2 5595
-7 27366
-4 7717
9 16612
-7 2769
-1 20974
-7 28061
8 3549
-2 24560
-2 12082
-9 11422
-8 10708
-9 651
9 9851
9 15521
2 23081
0 210
0 27454
7 6952
-6 24076
8 23296
-9 16630
-3 10254
0 5242
-8 20930
0 17856
-1 5906
4 4728
-9 24041
-7 25399
0 22690
-8 9615
-8 15699
4 401
8 1508
0 32391
-1 16662
-2 22778
2 7178
0 103
1 18670
-5 32048
5 4822
-2 28587
-7 6121
-2 32607
1 6763
6 32199
4 28240
-9 16958
-6 3158
0 27868
5 5336
-2 23658
9 23515
-3 18361
4 17672
0 9473
2 4484
-1 27156
0 6893
-6 18050
-9 7655
3 21769
3 31740
1 29668
0 4023
-9 3027
7 8007
-8 7156
5 30990
-2 29897
5 8931
0 14067
2 4088
-5 31386
-7 23192
6 2672
-5 22082
-3 27084
2 17354
9 32610
-6 21636
0 18034
5 19111
-2 26248
-8 13420
0 5676
5 19601
-8 18181
-6 17996
-4 23140
-6 974
-2 4918
3 15846
-5 14022
0 18541
-7 24535
-9 12918
-6 0
3 21115
-5 31061
-5 11776
6 11962
1 26982
-4 29557
-9 22491
-7 29400
-8 11440
-1 3877
1 1662
-7 25326
-9 25048
-9 4769
2 17545
-2 1028
-5 29573
4 28618
7 5398
0 9611
9 3572
-5 21698
-7 833
5 19870
-5 1188
-2 715
0 18677
4 12669
3 27967
-4 1889
-9 6393
5 30278
-7 7114
6 13205
-5 22585
6 13812
-1 27663
-4 28075
8 21081
4 1181
2 1098
-9 14583
6 13687
-4 29159
-1 32019
-4 4084
-1 24895
6 17099
0 6795
-4 27813
-7 21812
3 24462
8 714
-5 6960
3 19004
4 12796
-4 7559
8 12984
-1 17261
1 28645
3 2312
3 20602
9 8727
-6 3548
3 20556
-4 28971
2 2321
9 22062
0 20087
8 1168
0 6984
-7 24609
-6 27517
-6 5981
3 24964
1 25454
-3 7698
0 12114
0 25468
-4 9216
4 24272
2 13716
1 16413
-3 29165
-5 30889
0 2888
8 20757
-4 31156
-6 25232
4 9334
-2 9638
4 24760
4 3682
-3 17691
8 24745
7 27133
-1 22810
5 15503
7 17888
-2 7969
4 2101
2 15129
-9 641
-8 14748
5 98
0 7632
0 31998
4 18491
9 8557
0 19636
4 14361
6 19673
-8 29549
-1 1805
-5 5416
5 20064
0 4395
-1 14850
-7 420
-7 6912
5 31702
-1 15740
0 23544
-9 13997
-5 17381
-6 4924
9 7047
-6 12766
9 13131
-3 1082
9 2046
5 25731
9 25825
-4 14401
-2 3035
-7 18758
9 29967
5 9160
-6 28222
-1 29958
0 14268
-4 26642
-1 32750
4 26256
0 8056
5 392
0 1966
7 10911
-8 16872
-1 24661
-6 31169
8 4118
-3 9585
0 18243
-4 18107
-8 26748
-6 17447
4 3284
1 19849
-1 4280
0 28663
6 6820
7 15555
-6 15885
-9 1043
2 18174
4 28464
-9 19287
-4 3998
0 25788
-1 3994
5 647
0 26008
7 9571
6 4051
-4 7772
8 15883
-2 10622
9 16135
3 99
4 21622
6 23354
0 2883
5 22320
-2 12154
7 28482
3 14918
2 12509
-7 32194
0 10204
2 9607
-9 13763
-6 13367
5 13892
-4 17798
7 1911
0 22884
-4 22088
2 6230
0 7
1 10790
-2 37
-2 12138
4 19830
9 920
0 19616
-2 28832
4 9588
3 15934
0 26470
5 22155
-9 3426
-1 26223
4 11176
3 15364
0 29317
-4 32264
-3 18162
0 32498
-5 3720
6 13134
-5 32332
5 1624
5 21559
8 14626
0 29075
9 30624
-5 24698
-2 11371
9 31000
1 10023
9 11151
-7 12992
8 31098
-1 4104
0 30347
-7 15957
3 18880
0 24364
2 12562
-5 8999
0 1978
-1 23953
-8 21333
4 26987
4 30360
2 17882
-4 26701
0 2355
-3 17355
6 20759
-5 17461
-7 31585
2 19995
2 1750
7 9037
-1 19409
1 19209
-6 7273
-1 11468
7 6337
8 26214
9 28537
-2 5669
-4 11139
4 14388
7 26570
0 25214
3 5734
1 11452
-5 19536
-3 31341
6 992
-5 15087
-8 22387
1 6133
1 8960
8 1281
2 5790
-9 17087
-3 23827
-9 16196
-8 24845
-4 22684
-9 16533
-4 31041
6 29143
-1 24123
9 19802
1 9501
2 28985
4 5158
-7 3581
-6 31017
9 31012
1 3075
-1 10887
-4 1994
-5 24842
-4 14855
3 24675
9 10635
7 23780
2 16061
4 2945
-2 5503
3 15239
-4 25848
1 11464
0 17372
4 20520
6 4117
9 6593
-8 30421
-2 21292
0 5750
-6 16769
3 1464
3 17972
-8 17466
8 13015
3 17991
2 10087
9 577
-1 20407
7 12378
5 2
5 23903
4 23013
9 6069
6 6686
1 27103
-8 17636
5 6182
-9 27072
1 16186
9 31008
1 4066
6 29990
-3 2072
6 29786
-6 17441
5 18511
-5 25222
9 29525
-1 3063
-3 16331
8 3193
3 4286
5 7541
8 14020
0 6275
9 1375
-7 22784
1 25677
5 9940
-7 30087
8 12016
6 29673
8 24179
-9 30644
2 31596
3 9567
-7 8892
1 16514
7 29828
-1 32700
8 16668
6 8151
2 1680
-6 25512
3 4875
-5 15183
9 15047
3 2284
6 20554
1 12773
-4 1058
-4 13123
-3 3422
2 5347
-1 3698
-4 10849
3 8781
-5 25099
5 27584
6 16705
9 30102
6 27398
7 15332
8 30899
0 26485
-4 22028
-4 10856
-6 2340
-6 22871
0 9172
-7 24222
0 24495
8 3483
-7 26302
-6 14848
9 23140
8 23435
-4 5950
-5 199
7 20440
0 29594
-1 12683
2 18638
6 11756
0 12254
6 2184
8 19111
-9 15329
-4 11471
6 31218
0 28926
-4 19356
-6 9793
3 28619
0 16942
2 26166
-8 21663
-1 23301
-7 33
0 16327
1 18025
-5 4978
-1 6764
0 32370
3 29167
-1 18667
0 20138
-8 8372
2 31567
8 29119
-1 4888
3 3817
-7 27308
3 25182
-2 10097
8 9246
5 20143
-5 31301
8 26636
4 14877
-9 1859
5 4652
7 16179
-8 1206
1 13452
2 5998
-5 20677
7 18507
4 1576
-6 184
-8 15374
-4 14238
-4 26280
-4 2037
1 4069
0 1246
-7 16209
8 21880
-6 19719
-3 29166
0 20495
6 2154
-2 4787
6 27639
-9 22457
1 18550
8 20870
-7 32305
0 2187
2 19635
6 8344
3 10221
6 1248
8 978
-7 4310
4 25063
-4 24623
3 18824
3 6817
7 24265
0 24647
1 21820
-6 424
-9 21250
0 31438
-5 19956
7 19202
1 20424
8 19191
-9 12156
-7 8591
-8 32107
6 31619
-4 27864
7 17551
-2 16604
-9 24825
4 31724
-6 23683
-6 6268
0 16425
3 13929
9 21059
-1 15401
-6 31966
7 15355
3 1120
7 19590
-3 11489
7 16816
-6 30395
-5 7562
-7 19254
-6 31402
-7 22630
-9 26699
7 1938
-4 1543
7 31674
0 28683
-7 28186
-8 3600
4 7353
-1 26243
0 25442
9 1184
6 4517
0 7022
5 12453
-8 10455
3 16864
7 17241
-9 7232
9 16896
1 32518
-6 25001
-7 19060
-6 15295
1 7240
-4 8684
-5 25180
-5 3966
4 24587
-5 11364
-8 13100
-6 10008
3 11201
2 16849
-7 21932
7 9415
-3 30214
0 10878
-7 1523
7 15434
3 29438
-7 17550
-9 12646
-5 2395
1 1773
9 15751
-1 29939
0 3920
6 24343
5 17182
-5 1930
-6 19983
9 19673
3 14148
0 19676
3 6198
5 16135
-4 13169
8 3159
5 5770
0 30088
8 26416
-1 2145
-9 9376
1 19248
-2 7659
-1 29139
-9 29387
-7 12765
-7 30712
-8 29624
6 6469
5 15573
6 8931
9 21319
